return_id,order_item_id,fulfilment_type,return_requested_date,return_approval_date,return_status,return_reason,return_sub_reason,return_type,return_result,return_expectation,reverse_logistics_tracking_id,sku,fsn,product_title,quantity,return_completion_type,primary_pv_output,detailed_pv_output,final_condition_of_returned_product,tech_visit_sla,tech_visit_by_date,tech_visit_completion_datetime,tech_visit_completion_breach,return_completion_sla,return_complete_by_date,return_completion_date,return_completion_breach,return_cancellation_date,return_cancellation_reason
RI:12201981586123693002,OI:11974412246612700,Non FBF,,2020-09-28 00:00:00.0,completed,SIZE_FIT_ISSUES,SIZE_LARGER,customer_return,Exchange,exchange_expect,RTr:FMPP0550674083,SKU:Soma-2699-TEL-M,,Alena Women Printed Flared Kurta Green,1,,,,,,,,,,,16/10/2020,NotBreached,,SIZE_FIT_ISSUES
RI:12201981326065125036,OI:11972713113100200,Non FBF,,2020-09-28 00:00:00.0,completed,MISSHIPMENT,DIFFERENT_STYLE_RECEIVED,customer_return,Refund,wait_refund,RTr:FMPC0872749319,SKU:Murri Work-786-LT.AQU-786-L,,Alena Women Embroidered Straight Kurta Blue,1,,,,,,,,,,,15/10/2020,NotBreached,,MISSHIPMENT
RI:10101981297870928888,OI:11972550248886000,Non FBF,,2020-09-28 00:00:00.0,completed,order_cancelled,change_ship_address,courier_return,Refund,wait_refund,RTr:13448201339964,SKU:Rich Cotton-961-MUS-L,,Alena Women Embroidered Straight Kurta Yellow,1,,,,,,,,,,,15/10/2020,NotBreached,,order_cancelled
RI:10101980979755074400,OI:11965999200060300,Non FBF,,2020-09-28 00:00:00.0,completed,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC0863383954,SKU:AAKRITI-2665-MRN-S,,Alena Women Embroidered Straight Kurta Maroon,1,Delivered,,,,,,,,,,13/10/2020,NotBreached,,Rejected_by_Customer
RI:10101981239078835012,OI:21979879217908200,Non FBF,,2020-09-28 00:00:00.0,completed,order_cancelled,not_available_at_home,courier_return,Refund,wait_refund,RTr:FMPC0882430421,SKU:Cotton Hub-1930-Fush-S,,Alena Women Embroidered Straight Kurta Pink,1,,,,,,,,,,,15/10/2020,NotBreached,,order_cancelled
RI:12101981332022985011,OI:11966209095941400,Non FBF,,2020-09-28 00:00:00.0,completed,SIZE_FIT_ISSUES,SIZE_LARGER,customer_return,Exchange,wait_exchange,RTr:2620930313,SKU:Colorscape-2802-TUR-XL,,Alena Women Embroidered Straight Kurta Light Blue,1,,,,,,,,,,,13/10/2020,NotBreached,,SIZE_FIT_ISSUES
RI:12101979679557038638,OI:11972573253510800,Non FBF,,2020-09-27 00:00:00.0,completed,MISSHIPMENT,DIFFERENT_PRODUCT_RECEIVED,customer_return,Refund,wait_refund,RTr:FMPC0873922021,SKU:Rivaah-2394-St.Grey-XXL,,Alena Women Self Design  Embroidered Straight Kurta Grey,1,,,,,,,,,,,19/11/2020,NotBreached,,MISSHIPMENT
RI:10101980520586544345,OI:21972853991346900,Non FBF,,2020-09-27 00:00:00.0,completed,Do_not_want_the_product,Do_not_want_the_product,courier_return,Refund,wait_refund,RTr:FMPC0873043125,SKU:Enamour-1798-S.GRE-XL,,Alena Women Embroidered Straight Kurta Light Blue,1,Delivered,,,,,,,,,,13/10/2020,NotBreached,,Do_not_want_the_product
RI:12101980749102247162,OI:21972014328395801,Non FBF,,2020-09-27 00:00:00.0,completed,SIZE_FIT_ISSUES,SIZE_SMALLER,customer_return,Refund,wait_refund,RTr:FMPC0872793786,SKU:VARSHA-2654-RAM-L,,Alena Women Embroidered Straight Kurta Green,1,,,,,,,,,,,12/10/2020,NotBreached,,SIZE_FIT_ISSUES
RI:10201980368787660007,OI:11966699865181800,Non FBF,,2020-09-27 00:00:00.0,completed,shipment_delayed,customer_requested,courier_return,Refund,wait_refund,RTr:FMPC0863871943,SKU:Floria sets-2111-L.PIN-L,,Alena Women Kurta and Palazzo Set,1,,,,,,,,,,,12/10/2020,NotBreached,,shipment_delayed
RI:12201980785130867184,OI:11969433295522500,Non FBF,,2020-09-27 00:00:00.0,completed,CUSTOMER_REMORSE,CUSTOMER_DOES_NOT_WANT,customer_return,Refund,wait_refund,RTr:8652460740,SKU:19_Haute Couture-1102-YEL-XL,,Alena Women Two Piece Dress Yellow Dress,1,,,,,,,,,,,05/11/2020,NotBreached,,CUSTOMER_REMORSE
